"","t","y","yl","yu"
"1",0.1,0.618751251543896,0.0952274483051703,1.09155394369843
"2",0.15,0.864451762153051,0.367552788893359,1.30347120538751
"3",0.2,0.921139863992906,0.461874628265431,1.36728237039551
"4",0.25,0.919566153768504,0.413942210219798,1.38283435235673
"5",0.3,0.858960922629379,0.305081696123259,1.34599350883239
"6",0.35,0.842619467862287,0.281684246887242,1.35689833773771
"7",0.4,0.849267281460176,0.247552083573671,1.37676257171985
"8",0.45,0.704152996795008,0.0437137222177382,1.29948818990841
"9",0.5,0.386554672694488,-0.455896384073066,1.16329442126049
"10",0.55,0.0448809338475281,-0.834843533229342,0.836596048506698
"11",0.6,-0.2967961477144,-1.39679044634207,0.570603970463904
"12",0.65,-0.545397708982173,-1.63818806047651,0.373352544960155
"13",0.7,-0.70268388343553,-1.7368607087981,0.17185236473827
"14",0.75,-0.725149161908655,-1.64662398643492,0.132143504232074
"15",0.8,-0.649516960887108,-1.5100921474282,0.154487812455819
"16",0.85,-0.524302594274471,-1.35386800459996,0.202906684997987
"17",0.9,-0.514517159558215,-1.31975349996846,0.178667216397764
