"","t","y","yl","yu"
"1",0.1,0.109559770764684,0.046127981676431,0.178982823977987
"2",0.15,0.155491672733933,0.100300730508213,0.216155987836599
"3",0.2,0.196437612390203,0.135544656022477,0.254721295547694
"4",0.25,0.233582392201891,0.17058156657231,0.302079471777631
"5",0.3,0.264641479463754,0.196227901579499,0.331738360374945
"6",0.35,0.257306198433274,0.181310229278561,0.33992054935557
"7",0.4,0.180301585366688,0.100552466087827,0.267395247659413
"8",0.45,0.093090810308919,0.00187031021101089,0.189691865257715
"9",0.5,-0.00289994774841278,-0.11040304196117,0.0989956040144125
"10",0.55,-0.0891345305673246,-0.210251018889632,0.0248126669992002
"11",0.6,-0.178568794458225,-0.305362017197146,-0.0516207408437359
"12",0.65,-0.251834803659268,-0.380715116442382,-0.123736380863472
"13",0.7,-0.295931874149393,-0.434118732567253,-0.176398913996193
"14",0.75,-0.309707802328661,-0.435291516153709,-0.200451810685926
"15",0.8,-0.297627486855005,-0.402197777197974,-0.19427058791698
"16",0.85,-0.259701326707041,-0.352804118415921,-0.16731721754619
"17",0.9,-0.207026316347721,-0.290169932258611,-0.123858023551639
