"","t","y","yl","yu"
"1",0.05,0.343515886764601,-0.224207710071265,0.880093986338371
"2",0.06,0.431601405979828,-0.118035350978571,0.937083050994405
"3",0.07,0.511030464140297,-0.0238148269558981,0.987433715322685
"4",0.08,0.582729326165221,0.0689406995907563,1.03539273226605
"5",0.09,0.647549967797446,0.139130187624586,1.0878290329499
"6",0.1,0.706251246107138,0.222274391365221,1.13254431833206
"7",0.11,0.759486354988439,0.299151247623798,1.17299486591338
"8",0.12,0.807798259770218,0.368114346901876,1.20023667677557
"9",0.13,0.851623339240802,0.414904160120328,1.23731046602848
"10",0.14,0.891302070256705,0.472173232861086,1.2859205554908
"11",0.15,0.927094483374987,0.506488553943948,1.3147460159669
"12",0.16,0.959197506983728,0.548836643933744,1.34077673158921
"13",0.17,0.987761367196569,0.561755983882083,1.37110761367364
"14",0.18,1.01290290193988,0.577607664188273,1.39763930070874
"15",0.19,1.03471473209457,0.61509566778032,1.40975203924454
"16",0.2,1.05327034317298,0.626778022167157,1.43249868999401
"17",0.21,1.06862593508735,0.644922040357264,1.45174689285509
"18",0.22,1.08082024790819,0.662851714783032,1.46672141830252
"19",0.23,1.08987357815504,0.673811765919439,1.48077050220258
"20",0.24,1.09578711497453,0.680769455722591,1.47747308952699
"21",0.25,1.09854366995411,0.687305627227315,1.49038667619354
"22",0.26,1.09811070130757,0.67631100930656,1.49413525186616
"23",0.27,1.09444602018438,0.680878273911402,1.4865573821627
"24",0.28,1.08750571836871,0.666852979150041,1.48017280440785
"25",0.29,1.07725298753448,0.644647391445857,1.46625885637347
"26",0.3,1.06366603427603,0.624732294584166,1.4570776237653
"27",0.31,1.04674348949461,0.602784185522183,1.44268308119273
"28",0.32,1.02650650625518,0.582425244578693,1.42812864816189
"29",0.33,1.00299780889084,0.555140805567003,1.413896729827
"30",0.34,0.976278879928026,0.532719512893397,1.38646335066198
"31",0.35,0.946426919527246,0.485091493943915,1.37270467965776
"32",0.36,0.913533010231779,0.426758131438316,1.35932786854307
"33",0.37,0.877702084407816,0.382034701461459,1.32750866401504
"34",0.38,0.839054120496787,0.329048303761664,1.30743668577263
"35",0.39,0.797725055745508,0.276154060391846,1.27293180328304
"36",0.4,0.753865720082395,0.220597322900803,1.23950096452272
"37",0.41,0.707637764710317,0.155067085275962,1.22041257268351
"38",0.42,0.659206753515791,0.0985920178755757,1.18455930384003
"39",0.43,0.608733858903964,0.0339638195890428,1.14625857256942
"40",0.44,0.556368537887137,-0.0219063658149937,1.10096684065035
"41",0.45,0.502244711809428,-0.100356693597426,1.0664334058606
"42",0.46,0.446482018755003,-0.161023317221352,1.01062105416203
"43",0.47,0.389192036189579,-0.203614760443683,0.964818553824382
"44",0.48,0.330488176178018,-0.286205929936018,0.912772997765234
"45",0.49,0.270498008105512,-0.367135673183943,0.869187309609441
"46",0.5,0.209377249109403,-0.463899942797405,0.842301355146743
"47",0.51,0.147324157286967,-0.570943042065442,0.779166023496511
"48",0.52,0.0845915850042658,-0.670438708392453,0.743110897041822
"49",0.53,0.0214931446412894,-0.766472469540632,0.682660330890732
"50",0.54,-0.0415990687627624,-0.84164184205517,0.63374803956342
"51",0.55,-0.104266071721667,-0.96776265774757,0.588786176333061
"52",0.56,-0.166063228674297,-1.06328402104521,0.534559284367889
"53",0.57,-0.226551210965111,-1.1676414142849,0.47764925775199
"54",0.58,-0.285333162791885,-1.25006159905846,0.448009688550987
"55",0.59,-0.342087037524309,-1.35130198987818,0.40533512368694
"56",0.6,-0.396578198443227,-1.44196796219726,0.386152524482413
"57",0.61,-0.448644632026774,-1.50724655144571,0.343514761445029
"58",0.62,-0.498161664352627,-1.57462114655399,0.299106809226255
"59",0.63,-0.545002948149804,-1.56516264006946,0.25922518187127
"60",0.64,-0.589012015572654,-1.58788938026062,0.22084594024652
"61",0.65,-0.629988892366847,-1.60654458968644,0.168742246723631
"62",0.66,-0.667689939852764,-1.64131170029846,0.118330722431635
"63",0.67,-0.701839844800997,-1.68117435585396,0.0793337176685091
"64",0.68,-0.732155124699858,-1.71739147853264,0.0752984286198681
"65",0.69,-0.758372742334724,-1.75930946141725,0.043475545705894
"66",0.7,-0.780270522132544,-1.82358692039436,0.0120054757439377
"67",0.71,-0.797668423195164,-1.83384432950434,-0.0145442461884162
"68",0.72,-0.81041628109183,-1.85720112593923,-0.0354774061499657
"69",0.73,-0.818389088751989,-1.8422068006577,-0.0427758682006351
"70",0.74,-0.821504086881651,-1.86224949859213,-0.0513026979935539
"71",0.75,-0.819752212822982,-1.87436222057373,-0.0520530089546252
"72",0.76,-0.813225256899223,-1.89043688025399,-0.0488567833115343
"73",0.77,-0.802124962886749,-1.79909143917659,-0.035693234092055
