"","t","y","yl","yu"
"1",0.1,0.107770821800096,0.0461529698870703,0.170906898409234
"2",0.15,0.152906724321899,0.0928351418989505,0.212358837606086
"3",0.2,0.194769829977798,0.129676369965631,0.256117916686093
"4",0.25,0.230360004601385,0.167487422228645,0.294933218519553
"5",0.3,0.263894107762666,0.197715525770135,0.332170228721977
"6",0.35,0.257051096882097,0.185402432630029,0.332430318628452
"7",0.4,0.182546799490924,0.0937035085293009,0.26992049939742
"8",0.45,0.0908678604972312,0.00476726920772806,0.180387387705554
"9",0.5,0.00199659672064102,-0.101164243747396,0.103465132701246
"10",0.55,-0.0957665616757532,-0.212138427540823,0.0163534368850587
"11",0.6,-0.177928432330403,-0.301272510677742,-0.0548270169024064
"12",0.65,-0.249087954025408,-0.369990157604841,-0.119230025109537
"13",0.7,-0.292891594958397,-0.422840833542316,-0.167320507793509
"14",0.75,-0.310607020344616,-0.431095044691595,-0.19497304960195
"15",0.8,-0.296084401156414,-0.412157729108412,-0.19174507724302
"16",0.85,-0.258621943522632,-0.344676795620222,-0.169391049695093
"17",0.9,-0.206525606596964,-0.293335935078451,-0.124248431859043
